transaction_date,store_id,store_size,location_type,promotion_type,is_weekend,is_festival,competition_density,items_sold
6/15/2024,39,medium,rural,free_gift,1,0,6,235
6/16/2024,29,medium,urban,free_gift,1,0,2,293
6/16/2024,36,medium,rural,bogo,1,0,3,290
6/17/2024,38,small,semi-urban,loyalty_points,0,1,4,259
6/18/2024,39,small,rural,category_offer,0,0,4,170
6/18/2024,50,large,semi-urban,flat_discount,0,0,8,278
6/18/2024,37,small,rural,loyalty_points,0,1,1,262
6/20/2024,35,medium,urban,free_gift,0,0,4,268
6/21/2024,7,small,rural,flat_discount,0,0,4,144
6/23/2024,27,small,urban,free_gift,1,0,1,288
6/24/2024,28,small,rural,bogo,0,0,3,151
6/27/2024,22,small,rural,loyalty_points,0,0,5,163
6/28/2024,14,large,urban,flat_discount,0,0,6,302
6/29/2024,7,small,urban,category_offer,1,0,9,262
6/30/2024,37,large,rural,free_gift,1,1,9,400
7/1/2024,22,medium,urban,flat_discount,0,0,9,254
7/2/2024,5,medium,rural,loyalty_points,0,0,1,233
7/2/2024,2,medium,urban,free_gift,0,0,9,252
7/3/2024,27,medium,urban,bogo,0,0,8,339
7/6/2024,21,large,rural,free_gift,1,0,2,299
7/7/2024,38,small,semi-urban,loyalty_points,1,1,1,295
7/7/2024,15,medium,rural,bogo,1,0,1,319
7/8/2024,21,large,urban,flat_discount,0,0,6,316
7/8/2024,10,large,semi-urban,flat_discount,0,0,9,261
7/9/2024,23,large,semi-urban,bogo,0,0,7,292
7/9/2024,39,medium,semi-urban,category_offer,0,1,5,308
7/9/2024,5,large,semi-urban,free_gift,0,0,2,322
7/9/2024,1,medium,semi-urban,flat_discount,0,1,1,298
7/10/2024,13,medium,semi-urban,flat_discount,0,0,2,264
7/11/2024,21,small,urban,bogo,0,0,1,292
7/13/2024,26,medium,rural,loyalty_points,1,0,3,250
7/13/2024,50,small,urban,bogo,1,0,6,339
7/14/2024,45,medium,semi-urban,loyalty_points,1,0,8,254
7/16/2024,21,large,urban,free_gift,0,0,3,316
7/17/2024,18,small,semi-urban,flat_discount,0,0,9,217
7/17/2024,37,small,semi-urban,loyalty_points,0,0,5,182
7/17/2024,45,small,urban,free_gift,0,0,7,219
7/18/2024,32,large,urban,category_offer,0,0,8,308
7/22/2024,36,medium,urban,loyalty_points,0,1,3,324
7/22/2024,17,medium,semi-urban,flat_discount,0,0,2,248
7/22/2024,35,large,rural,flat_discount,0,0,2,265
7/23/2024,49,large,urban,category_offer,0,0,5,338
7/23/2024,11,medium,semi-urban,bogo,0,0,1,201
7/24/2024,21,medium,urban,flat_discount,0,0,2,308
7/24/2024,26,large,semi-urban,flat_discount,0,0,9,283
7/24/2024,4,medium,rural,flat_discount,0,0,7,181
7/25/2024,34,small,urban,category_offer,0,1,6,309
7/25/2024,48,large,semi-urban,flat_discount,0,0,9,294
7/27/2024,18,medium,urban,free_gift,1,0,7,328
7/27/2024,40,small,urban,free_gift,1,0,5,213
7/27/2024,35,medium,urban,bogo,1,0,9,372
7/28/2024,41,small,urban,flat_discount,1,0,6,273
8/1/2024,29,small,semi-urban,category_offer,0,0,6,204
8/3/2024,29,large,semi-urban,flat_discount,1,0,4,361
8/4/2024,38,small,semi-urban,category_offer,1,0,1,225
8/4/2024,42,medium,urban,loyalty_points,1,0,5,316
8/5/2024,21,medium,urban,bogo,0,0,9,283
8/5/2024,42,small,semi-urban,free_gift,0,0,8,139
8/6/2024,13,large,rural,free_gift,0,0,8,275
8/8/2024,49,small,urban,bogo,0,1,5,325
8/9/2024,41,medium,rural,loyalty_points,0,0,9,161
8/9/2024,17,medium,semi-urban,loyalty_points,0,0,3,215
8/9/2024,9,small,semi-urban,bogo,0,0,3,242
8/11/2024,41,small,semi-urban,free_gift,1,0,1,255
8/12/2024,1,medium,urban,loyalty_points,0,0,9,256
8/12/2024,2,large,urban,loyalty_points,0,0,6,258
8/12/2024,48,small,semi-urban,free_gift,0,0,2,190
8/12/2024,29,medium,urban,free_gift,0,0,8,263
8/13/2024,33,medium,rural,bogo,0,0,9,280
8/13/2024,10,large,semi-urban,loyalty_points,0,0,9,245
8/14/2024,50,medium,urban,flat_discount,0,1,2,406
8/14/2024,40,medium,semi-urban,free_gift,0,0,2,249
8/14/2024,21,medium,urban,bogo,0,0,7,286
8/15/2024,28,medium,semi-urban,bogo,0,0,4,266
8/15/2024,11,large,semi-urban,bogo,0,0,1,317
8/15/2024,34,small,rural,loyalty_points,0,0,8,161
8/15/2024,8,medium,rural,flat_discount,0,0,2,273
8/15/2024,22,large,semi-urban,free_gift,0,1,3,374
8/15/2024,8,large,semi-urban,flat_discount,0,0,5,324
8/16/2024,49,large,rural,flat_discount,0,0,3,251
8/17/2024,15,large,urban,bogo,1,0,7,373
8/18/2024,17,medium,urban,free_gift,1,0,7,295
8/19/2024,23,medium,urban,bogo,0,0,2,321
8/21/2024,24,medium,urban,bogo,0,1,7,370
8/24/2024,45,small,semi-urban,flat_discount,1,1,6,355
8/25/2024,19,medium,semi-urban,bogo,1,0,9,279
8/26/2024,5,medium,semi-urban,loyalty_points,0,0,9,209
8/27/2024,32,small,urban,loyalty_points,0,0,2,241
8/28/2024,44,large,semi-urban,bogo,0,0,7,252
8/29/2024,1,medium,urban,free_gift,0,1,5,408
8/29/2024,23,large,semi-urban,loyalty_points,0,0,6,249
8/30/2024,37,small,semi-urban,flat_discount,0,0,1,176
8/30/2024,8,small,urban,category_offer,0,0,7,222
9/1/2024,13,medium,urban,loyalty_points,1,0,6,297
9/2/2024,8,small,urban,flat_discount,0,1,4,330
9/2/2024,23,medium,rural,flat_discount,0,0,1,266
9/4/2024,43,large,rural,loyalty_points,0,0,9,241
9/7/2024,1,small,semi-urban,free_gift,1,0,4,255
9/7/2024,45,medium,urban,flat_discount,1,0,2,355
9/7/2024,24,medium,semi-urban,bogo,1,0,8,303
9/8/2024,35,medium,semi-urban,bogo,1,0,2,368
9/8/2024,24,large,rural,category_offer,1,0,5,253
9/9/2024,17,large,urban,category_offer,0,0,6,305
9/9/2024,5,medium,urban,loyalty_points,0,0,8,247
9/10/2024,20,medium,semi-urban,bogo,0,0,1,302
9/10/2024,21,medium,urban,free_gift,0,0,1,265
9/10/2024,40,large,urban,free_gift,0,0,4,274
9/11/2024,31,medium,urban,bogo,0,0,5,308
9/12/2024,46,medium,semi-urban,flat_discount,0,0,9,250
9/14/2024,36,large,rural,loyalty_points,1,0,7,311
9/14/2024,11,small,rural,loyalty_points,1,0,7,162
9/16/2024,15,large,semi-urban,free_gift,0,1,8,379
9/16/2024,19,small,semi-urban,free_gift,0,0,5,259
9/16/2024,7,medium,urban,flat_discount,0,0,5,280
9/18/2024,28,medium,semi-urban,free_gift,0,0,1,219
9/19/2024,43,large,urban,category_offer,0,0,9,282
9/19/2024,5,large,semi-urban,free_gift,0,0,6,277
9/19/2024,5,medium,urban,loyalty_points,0,0,9,257
9/19/2024,30,medium,urban,free_gift,0,0,3,266
9/21/2024,32,medium,urban,bogo,1,0,5,388
9/21/2024,8,large,urban,category_offer,1,0,2,331
9/22/2024,10,medium,urban,flat_discount,1,0,5,291
9/23/2024,38,medium,urban,bogo,0,0,8,323
9/23/2024,47,small,rural,bogo,0,0,2,157
9/23/2024,32,large,semi-urban,bogo,0,0,8,295
9/24/2024,48,medium,semi-urban,category_offer,0,1,4,390
9/29/2024,28,medium,rural,free_gift,1,0,1,271
9/29/2024,17,small,rural,category_offer,1,0,5,181
9/30/2024,31,large,semi-urban,free_gift,0,1,1,370
9/30/2024,8,small,rural,bogo,0,0,7,197
10/3/2024,40,medium,urban,category_offer,0,0,8,260
10/3/2024,25,large,urban,flat_discount,0,0,3,352
10/4/2024,9,medium,semi-urban,flat_discount,0,1,3,315
10/5/2024,2,small,semi-urban,free_gift,1,1,7,361
10/5/2024,15,medium,semi-urban,bogo,1,0,4,324
10/5/2024,50,large,urban,flat_discount,1,0,3,399
10/6/2024,3,medium,urban,category_offer,1,0,8,285
10/8/2024,49,large,semi-urban,free_gift,0,0,3,318
10/9/2024,36,small,urban,bogo,0,0,7,252
10/9/2024,4,medium,semi-urban,loyalty_points,0,0,2,235
10/10/2024,14,medium,semi-urban,free_gift,0,0,1,228
10/11/2024,41,large,semi-urban,loyalty_points,0,0,6,232
10/12/2024,41,small,rural,flat_discount,1,0,8,243
10/12/2024,25,large,rural,free_gift,1,0,1,300
10/13/2024,50,medium,semi-urban,loyalty_points,1,0,9,231
10/13/2024,10,medium,semi-urban,free_gift,1,0,3,274
10/14/2024,21,small,semi-urban,category_offer,0,0,3,213
10/16/2024,36,large,urban,bogo,0,0,4,332
10/16/2024,12,small,urban,flat_discount,0,0,1,259
10/16/2024,27,medium,urban,free_gift,0,0,9,263
10/17/2024,40,small,semi-urban,bogo,0,1,3,268
10/17/2024,2,large,semi-urban,loyalty_points,0,0,4,226
10/17/2024,13,medium,rural,flat_discount,0,0,1,250
10/18/2024,32,large,urban,loyalty_points,0,0,4,279
10/18/2024,31,small,urban,loyalty_points,0,0,1,253
10/19/2024,16,medium,rural,flat_discount,1,0,5,299
10/21/2024,32,medium,urban,bogo,0,0,5,322
10/21/2024,32,large,semi-urban,loyalty_points,0,0,7,299
10/22/2024,34,large,semi-urban,loyalty_points,0,0,8,248
10/23/2024,11,small,semi-urban,bogo,0,0,4,249
10/25/2024,10,medium,urban,bogo,0,1,7,364
10/25/2024,15,small,urban,free_gift,0,0,4,299
10/25/2024,17,medium,urban,category_offer,0,0,3,320
10/27/2024,40,small,semi-urban,bogo,1,0,6,272
10/28/2024,18,medium,semi-urban,category_offer,0,0,4,242
10/28/2024,9,medium,urban,flat_discount,0,0,3,329
10/29/2024,25,medium,semi-urban,flat_discount,0,0,9,239
11/1/2024,40,medium,rural,bogo,0,0,5,228
11/4/2024,14,medium,urban,bogo,0,0,7,320
11/4/2024,25,medium,semi-urban,bogo,0,0,6,268
11/4/2024,50,small,semi-urban,free_gift,0,0,5,204
11/5/2024,22,large,urban,bogo,0,0,7,318
11/5/2024,30,small,urban,flat_discount,0,0,6,204
11/6/2024,20,medium,semi-urban,bogo,0,0,2,284
11/6/2024,21,medium,rural,loyalty_points,0,0,3,223
11/6/2024,44,medium,rural,bogo,0,0,2,248
11/8/2024,32,small,semi-urban,bogo,0,0,3,271
11/8/2024,46,medium,semi-urban,free_gift,0,0,1,234
11/9/2024,49,large,urban,loyalty_points,1,0,8,304
11/10/2024,21,medium,semi-urban,flat_discount,1,0,6,295
11/11/2024,35,medium,semi-urban,category_offer,0,0,2,236
11/12/2024,32,medium,urban,category_offer,0,0,8,275
11/12/2024,30,small,semi-urban,free_gift,0,0,6,177
11/14/2024,39,medium,semi-urban,flat_discount,0,0,7,283
11/15/2024,49,large,urban,category_offer,0,0,1,366
11/15/2024,12,small,rural,flat_discount,0,0,7,183
11/17/2024,41,small,urban,free_gift,1,0,3,317
11/17/2024,47,small,urban,category_offer,1,0,8,234
11/18/2024,18,medium,urban,flat_discount,0,1,6,393
11/22/2024,21,large,rural,loyalty_points,0,0,4,264
11/22/2024,13,small,semi-urban,flat_discount,0,0,8,227
11/25/2024,21,medium,urban,loyalty_points,0,0,9,242
11/26/2024,8,small,semi-urban,free_gift,0,0,2,135
11/26/2024,46,large,urban,flat_discount,0,0,6,310
11/28/2024,40,small,rural,flat_discount,0,0,5,174
11/28/2024,46,medium,semi-urban,loyalty_points,0,1,5,275
11/28/2024,7,medium,semi-urban,flat_discount,0,0,3,264
11/28/2024,23,medium,rural,flat_discount,0,0,8,210
11/28/2024,44,medium,urban,bogo,0,1,8,355
11/28/2024,32,medium,urban,free_gift,0,1,5,328
11/29/2024,11,medium,semi-urban,free_gift,0,0,8,213
11/30/2024,22,small,rural,flat_discount,1,0,8,254
12/1/2024,22,small,urban,bogo,1,0,3,299
12/1/2024,43,medium,urban,flat_discount,1,0,2,331
12/2/2024,25,small,urban,flat_discount,0,0,9,226
12/3/2024,22,small,semi-urban,bogo,0,0,2,247
12/5/2024,28,medium,urban,category_offer,0,0,9,264
12/5/2024,29,large,semi-urban,flat_discount,0,0,4,221
12/6/2024,13,medium,rural,bogo,0,0,2,279
12/6/2024,18,small,semi-urban,bogo,0,0,1,277
12/7/2024,2,small,urban,loyalty_points,1,0,4,236
12/8/2024,29,large,semi-urban,loyalty_points,1,0,9,268
12/8/2024,21,small,urban,category_offer,1,0,9,246
12/10/2024,15,small,rural,flat_discount,0,0,4,174
12/10/2024,27,medium,semi-urban,flat_discount,0,0,9,248
12/12/2024,50,medium,urban,bogo,0,0,6,253
12/12/2024,31,medium,semi-urban,bogo,0,1,1,334
12/12/2024,15,small,semi-urban,free_gift,0,0,6,235
12/12/2024,23,small,semi-urban,category_offer,0,0,9,154
12/13/2024,24,large,urban,loyalty_points,0,0,2,335
12/13/2024,44,small,rural,loyalty_points,0,0,6,160
12/13/2024,13,medium,rural,bogo,0,0,2,208
12/15/2024,22,medium,semi-urban,category_offer,1,0,4,293
12/17/2024,43,medium,rural,bogo,0,0,8,233
12/17/2024,37,medium,urban,flat_discount,0,0,7,272
12/17/2024,33,small,semi-urban,category_offer,0,0,9,184
12/18/2024,3,medium,semi-urban,flat_discount,0,0,7,260
12/21/2024,19,large,semi-urban,bogo,1,0,1,384
12/22/2024,23,large,semi-urban,bogo,1,0,2,393
12/22/2024,29,small,urban,category_offer,1,0,6,277
12/24/2024,30,small,urban,category_offer,0,0,7,184
12/28/2024,39,large,urban,bogo,1,0,3,384
12/28/2024,44,medium,urban,category_offer,1,0,9,371
12/29/2024,47,large,semi-urban,bogo,1,0,7,367
12/31/2024,25,small,urban,bogo,0,0,6,321
12/31/2024,37,medium,urban,category_offer,0,0,6,296
